Date,bgopen,bgclose,bglow,bghigh,bgvolume
2008-12-29,48.599998474121094,49.630001068115234,47.220001220703125,50.0,1463600.0
2008-12-30,49.95000076293945,50.08000183105469,49.0099983215332,50.56999969482422,1670800.0
2008-12-31,49.95000076293945,51.77000045776367,49.95000076293945,52.81999969482422,1549100.0
2009-01-02,51.22999954223633,53.16999816894531,51.099998474121094,53.290000915527344,986800.0
2009-01-05,53.04999923706055,54.7400016784668,52.9900016784668,56.849998474121094,2341100.0
2009-01-06,56.36000061035156,55.72999954223633,54.529998779296875,56.66999816894531,2407200.0
2009-01-07,55.9900016784668,54.4900016784668,53.58000183105469,57.38999938964844,2363700.0
2009-01-08,54.0,51.77000045776367,51.29999923706055,54.0,2147100.0
2009-01-09,51.619998931884766,51.41999816894531,49.70000076293945,52.58000183105469,1709200.0
2009-01-12,50.75,48.310001373291016,47.150001525878906,50.75,1935400.0
2009-01-13,48.150001525878906,48.16999816894531,47.439998626708984,49.43000030517578,1704500.0
2009-01-14,43.400001525878906,41.61000061035156,38.75,43.400001525878906,7175500.0
2009-01-15,41.5,41.61000061035156,39.2599983215332,42.040000915527344,2338500.0
2009-01-16,42.970001220703125,43.83000183105469,41.630001068115234,45.150001525878906,3032400.0
2009-01-20,42.9900016784668,42.099998474121094,41.86000061035156,44.470001220703125,1745500.0
2009-01-21,42.880001068115234,44.5,41.540000915527344,44.880001068115234,2838300.0
2009-01-22,44.02000045776367,44.790000915527344,42.939998626708984,45.869998931884766,2704700.0
2009-01-23,44.41999816894531,46.279998779296875,43.58000183105469,46.43000030517578,2249600.0
2009-01-26,46.599998474121094,44.95000076293945,44.79999923706055,47.13999938964844,2375600.0
2009-01-27,44.75,45.400001525878906,44.689998626708984,46.0099983215332,1581500.0
2009-01-28,46.97999954223633,46.529998779296875,45.45000076293945,47.02000045776367,1741700.0
2009-01-29,46.02000045776367,45.529998779296875,44.630001068115234,46.2400016784668,1633000.0
2009-01-30,45.79999923706055,42.939998626708984,42.709999084472656,46.72999954223633,1610300.0
2009-02-02,42.41999816894531,42.290000915527344,41.849998474121094,43.45000076293945,1749600.0
2009-02-03,42.02000045776367,42.029998779296875,41.34000015258789,42.650001525878906,1918900.0
2009-02-04,42.369998931884766,42.59000015258789,42.0,43.040000915527344,2237000.0
2009-02-05,42.189998626708984,49.06999969482422,42.04999923706055,49.72999954223633,5014400.0
2009-02-06,49.25,49.95000076293945,48.529998779296875,51.90999984741211,2830300.0
