Date,renopen,renclose,renlow,renhigh,renvolume
2011-12-22,55.54999923706055,55.04999923706055,54.95000076293945,56.400001525878906,165200.0
2011-12-23,55.04999923706055,55.0,54.599998474121094,55.29999923706055,143800.0
2011-12-27,55.0,54.25,54.0,55.29999923706055,133300.0
2011-12-28,54.400001525878906,53.45000076293945,53.099998474121094,54.54999923706055,110300.0
2011-12-29,53.79999923706055,53.75,53.099998474121094,54.5,125300.0
2011-12-30,53.79999923706055,54.0,53.45000076293945,54.29999923706055,76100.0
2012-01-03,55.099998474121094,55.599998474121094,54.349998474121094,55.849998474121094,166600.0
2012-01-04,55.54999923706055,56.0,55.29999923706055,56.20000076293945,84100.0
2012-01-05,55.70000076293945,56.04999923706055,54.95000076293945,56.29999923706055,79600.0
2012-01-06,58.25,56.349998474121094,56.04999923706055,58.25,155900.0
2012-01-09,56.349998474121094,55.79999923706055,55.29999923706055,56.599998474121094,111200.0
2012-01-10,56.349998474121094,56.099998474121094,55.54999923706055,56.79999923706055,113600.0
2012-01-11,56.0,54.45000076293945,54.349998474121094,56.0,72200.0
2012-01-12,54.400001525878906,53.29999923706055,52.900001525878906,54.5,126800.0
2012-01-13,52.79999923706055,53.20000076293945,52.349998474121094,53.599998474121094,138000.0
2012-01-17,53.599998474121094,53.849998474121094,52.75,54.150001525878906,118900.0
2012-01-18,54.04999923706055,55.5,53.5,55.5,109300.0
2012-01-19,55.900001525878906,55.5,54.5,55.900001525878906,101100.0
2012-01-20,55.400001525878906,55.599998474121094,54.70000076293945,56.0,81100.0
2012-01-23,55.900001525878906,56.900001525878906,55.75,57.099998474121094,99200.0
2012-01-24,56.54999923706055,56.29999923706055,55.75,57.5,87100.0
2012-01-25,56.400001525878906,58.0,55.79999923706055,58.20000076293945,89900.0
2012-01-26,58.04999923706055,55.45000076293945,54.849998474121094,58.45000076293945,130000.0
2012-01-27,55.20000076293945,56.0,54.20000076293945,56.150001525878906,115400.0
2012-01-30,55.54999923706055,55.5,55.0,55.95000076293945,59500.0
2012-01-31,56.0,56.25,54.70000076293945,56.45000076293945,120400.0
2012-02-01,56.849998474121094,57.75,56.150001525878906,57.79999923706055,153700.0
2012-02-02,57.75,56.599998474121094,55.900001525878906,57.849998474121094,164400.0
2012-02-03,57.54999923706055,57.599998474121094,56.900001525878906,57.650001525878906,129100.0
2012-02-06,57.5,58.900001525878906,56.849998474121094,58.95000076293945,88000.0
2012-02-07,58.70000076293945,58.70000076293945,58.04999923706055,58.95000076293945,98900.0
2012-02-08,58.75,58.54999923706055,57.400001525878906,58.95000076293945,146900.0
2012-02-09,58.900001525878906,57.95000076293945,57.349998474121094,58.900001525878906,76700.0
2012-02-10,57.349998474121094,57.04999923706055,56.25,57.5,74100.0
2012-02-13,57.79999923706055,57.599998474121094,56.75,57.79999923706055,64900.0
2012-02-14,57.29999923706055,57.20000076293945,56.75,58.0,59400.0
2012-02-15,57.5,56.29999923706055,55.95000076293945,57.5,88300.0
2012-02-16,56.150001525878906,57.29999923706055,55.150001525878906,57.45000076293945,85900.0
2012-02-17,57.54999923706055,58.150001525878906,56.650001525878906,58.150001525878906,53800.0
2012-02-21,58.25,59.20000076293945,58.099998474121094,59.29999923706055,78100.0
2012-02-22,58.95000076293945,58.400001525878906,58.0,59.150001525878906,72800.0
2012-02-23,58.54999923706055,59.599998474121094,57.75,59.599998474121094,196000.0
2012-02-24,59.650001525878906,60.099998474121094,59.54999923706055,60.599998474121094,79400.0
2012-02-27,59.70000076293945,59.75,58.79999923706055,60.04999923706055,77800.0
2012-02-28,59.650001525878906,56.95000076293945,56.04999923706055,59.95000076293945,151100.0
2012-02-29,57.20000076293945,55.79999923706055,55.54999923706055,57.54999923706055,148800.0
2012-03-01,56.25,54.25,54.0,56.650001525878906,175600.0
2012-03-02,54.29999923706055,51.900001525878906,51.5,54.75,256500.0
2012-03-05,51.5,50.349998474121094,49.5,51.54999923706055,353300.0
2012-03-06,50.0,49.650001525878906,48.70000076293945,50.400001525878906,219200.0
2012-03-07,49.70000076293945,50.20000076293945,48.95000076293945,50.95000076293945,142000.0
2012-03-08,50.54999923706055,50.25,49.849998474121094,50.900001525878906,160900.0
2012-03-09,50.45000076293945,51.5,50.349998474121094,52.0,122800.0
2012-03-12,51.75,50.599998474121094,50.20000076293945,51.75,96100.0
2012-03-13,51.45000076293945,54.70000076293945,50.54999923706055,54.70000076293945,239500.0
2012-03-14,54.70000076293945,54.099998474121094,53.79999923706055,54.75,172600.0
2012-03-15,54.099998474121094,54.349998474121094,53.099998474121094,54.349998474121094,211700.0
2012-03-16,54.5,56.20000076293945,54.400001525878906,56.29999923706055,341800.0
2012-03-19,56.20000076293945,57.400001525878906,55.849998474121094,57.45000076293945,106500.0
