Date,seopen,seclose,selow,sehigh,sevolume
2017-12-20,11.899999618530273,12.220000267028809,11.890000343322754,12.279999732971191,706200
2017-12-21,12.380000114440918,12.770000457763672,12.359999656677246,13.239999771118164,569400
2017-12-22,12.510000228881836,13.239999771118164,12.510000228881836,13.640000343322754,747100
2017-12-26,13.170000076293945,13.0,12.800000190734863,13.256999969482422,336000
2017-12-27,13.0,13.380000114440918,13.0,13.449999809265137,406400
2017-12-28,13.539999961853027,13.5,13.319999694824219,13.942999839782715,558300
2017-12-29,13.520000457763672,13.329999923706055,13.3100004196167,13.90999984741211,484600
2018-01-02,13.300000190734863,13.010000228881836,12.970000267028809,13.619999885559082,685700
2018-01-03,13.050000190734863,13.5,12.90999984741211,13.609999656677246,681200
2018-01-04,13.5,13.0,13.0,13.600000381469727,703700
2018-01-05,13.100000381469727,13.890000343322754,13.024999618530273,13.920000076293945,682500
2018-01-08,13.899999618530273,13.869999885559082,13.569999694824219,14.199999809265137,1245900
2018-01-09,13.890000343322754,13.819999694824219,13.5,14.199999809265137,830400
2018-01-10,13.789999961853027,13.59000015258789,13.5,14.0600004196167,851000
2018-01-11,13.710000038146973,14.229999542236328,13.520000457763672,14.680000305175781,829200
2018-01-12,14.270000457763672,12.970000267028809,12.960000038146973,14.569999694824219,1161600
2018-01-16,13.220000267028809,12.779999732971191,12.680000305175781,13.529999732971191,1619600
2018-01-17,13.15999984741211,12.630000114440918,12.579999923706055,13.319999694824219,733900
2018-01-18,12.630000114440918,12.579999923706055,12.5,12.949999809265137,759600
2018-01-19,12.210000038146973,12.3100004196167,12.010000228881836,12.579999923706055,642500
2018-01-22,12.489999771118164,12.59000015258789,12.300000190734863,12.609999656677246,1062900
2018-01-23,12.600000381469727,12.899999618530273,12.479999542236328,13.569999694824219,2207700
2018-01-24,13.0,12.760000228881836,12.40999984741211,13.09000015258789,1406600
2018-01-25,12.819999694824219,12.75,12.545000076293945,12.949999809265137,1177000
2018-01-26,12.850000381469727,13.289999961853027,12.550000190734863,13.359999656677246,1606000
2018-01-29,13.279999732971191,12.220000267028809,12.199999809265137,13.279999732971191,924700
2018-01-30,12.220000267028809,12.029999732971191,11.970000267028809,12.380000114440918,705100
2018-01-31,12.170000076293945,12.260000228881836,12.015000343322754,12.59000015258789,806400
2018-02-01,12.260000228881836,11.920000076293945,11.829999923706055,12.430000305175781,612600
2018-02-02,11.880000114440918,11.930000305175781,11.755000114440918,12.149999618530273,947900
2018-02-05,11.880000114440918,11.5,11.3100004196167,11.880000114440918,485800
2018-02-06,11.0,11.180000305175781,11.0,11.539999961853027,686900
2018-02-07,11.199999809265137,11.199999809265137,11.029999732971191,11.329999923706055,394100
2018-02-08,11.199999809265137,10.880000114440918,10.850000381469727,11.350000381469727,625700
2018-02-09,11.15999984741211,11.329999923706055,11.020000457763672,11.420000076293945,630700
2018-02-12,11.449999809265137,11.489999771118164,11.170000076293945,11.604999542236328,870300
2018-02-13,11.399999618530273,11.600000381469727,11.399999618530273,11.739999771118164,1062800
2018-02-14,11.600000381469727,11.729999542236328,11.550000190734863,11.84000015258789,741100
2018-02-15,11.75,12.380000114440918,11.729999542236328,12.710000038146973,1524400
2018-02-16,12.399999618530273,12.329999923706055,12.1899995803833,12.5,742600
2018-02-20,12.420000076293945,12.329999923706055,12.1899995803833,12.460000038146973,780000
2018-02-21,12.4399995803833,12.520000457763672,12.359999656677246,12.720000267028809,839200
2018-02-22,12.539999961853027,11.960000038146973,11.930000305175781,12.720000267028809,264600
2018-02-23,12.130000114440918,12.15999984741211,12.020000457763672,12.21500015258789,207400
2018-02-26,12.25,12.149999618530273,12.079999923706055,13.0,752800
2018-02-27,12.289999961853027,12.260000228881836,12.130000114440918,12.569999694824219,831300
2018-02-28,12.15999984741211,10.960000038146973,10.5600004196167,12.15999984741211,4808300
2018-03-01,11.0,11.029999732971191,10.859999656677246,11.5600004196167,3035100
2018-03-02,11.0,10.670000076293945,10.65999984741211,11.100000381469727,983300
2018-03-05,10.609999656677246,10.779999732971191,10.609999656677246,10.979999542236328,698300
2018-03-06,10.800000190734863,10.930000305175781,10.710000038146973,10.989999771118164,633900
2018-03-07,10.949999809265137,11.59000015258789,10.869999885559082,11.609999656677246,688700
2018-03-08,11.640000343322754,11.1899995803833,11.130000114440918,12.0,720400
2018-03-09,11.739999771118164,11.079999923706055,11.0,11.739999771118164,421000
2018-03-12,11.210000038146973,11.460000038146973,11.149999618530273,11.600000381469727,654800
2018-03-13,11.399999618530273,11.300000190734863,11.100000381469727,11.399999618530273,443200
2018-03-14,11.319999694824219,11.149999618530273,11.010000228881836,11.350000381469727,1599200
2018-03-15,11.149999618530273,11.149999618530273,11.119999885559082,11.350000381469727,567100
2018-03-16,11.149999618530273,11.1899995803833,11.140000343322754,11.649999618530273,1280000
2018-03-19,11.210000038146973,10.760000228881836,10.729999542236328,11.3100004196167,1121500
2018-03-20,10.800000190734863,10.720000267028809,10.600000381469727,10.859999656677246,975200
2018-03-21,10.699999809265137,10.829999923706055,10.65999984741211,10.949999809265137,1037300
2018-03-22,10.699999809265137,10.8100004196167,10.699999809265137,10.880000114440918,908700
2018-03-23,10.680000305175781,10.779999732971191,10.630000114440918,10.960000038146973,934800
2018-03-26,10.920000076293945,11.0,10.729999542236328,11.050000190734863,514700
2018-03-27,11.109999656677246,10.869999885559082,10.739999771118164,11.109999656677246,878900
2018-03-28,10.800000190734863,10.930000305175781,10.670000076293945,11.020000457763672,1028600
2018-03-29,11.0600004196167,11.270000457763672,10.979999542236328,11.359999656677246,612000
2018-04-02,11.149999618530273,11.25,11.09000015258789,11.59000015258789,820400
2018-04-03,11.25,11.109999656677246,10.920000076293945,11.489999771118164,940600
2018-04-04,11.0,11.09000015258789,10.729999542236328,11.130000114440918,377800
2018-04-05,11.130000114440918,11.010000228881836,10.885000228881836,11.260000228881836,440000
2018-04-06,10.920000076293945,10.65999984741211,10.600000381469727,10.949999809265137,521600
2018-04-09,10.779999732971191,10.789999961853027,10.710000038146973,11.289999961853027,378000
2018-04-10,10.989999771118164,10.699999809265137,10.600000381469727,10.989999771118164,345100
2018-04-11,10.6899995803833,10.5,10.479999542236328,10.9399995803833,1231200
2018-04-12,10.5,10.470000267028809,10.420000076293945,10.680000305175781,663400
2018-04-13,10.640000343322754,10.350000381469727,10.220000267028809,10.640000343322754,759100
2018-04-16,10.380000114440918,10.529999732971191,10.270000457763672,10.5600004196167,634800
2018-04-17,10.579999923706055,10.869999885559082,10.430000305175781,10.930000305175781,1048500
2018-04-18,10.890000343322754,11.90999984741211,10.869999885559082,11.90999984741211,1258700
2018-04-19,11.699999809265137,11.59000015258789,11.4399995803833,11.819999694824219,806800
2018-04-20,11.59000015258789,11.380000114440918,11.380000114440918,11.710000038146973,602400
2018-04-23,11.329999923706055,10.789999961853027,10.699999809265137,11.5600004196167,1024500
2018-04-24,10.729999542236328,10.970000267028809,10.729999542236328,11.194999694824219,1037500
2018-04-25,10.949999809265137,10.619999885559082,10.5,10.949999809265137,699600
2018-04-26,10.649999618530273,10.489999771118164,10.460000038146973,10.760000228881836,666700
2018-04-27,10.579999923706055,10.609999656677246,10.579999923706055,11.0,474800
2018-04-30,10.699999809265137,10.489999771118164,10.460000038146973,10.779999732971191,261500
2018-05-01,10.569999694824219,10.479999542236328,10.359999656677246,10.569999694824219,589900
2018-05-02,10.579999923706055,10.899999618530273,10.420000076293945,10.949999809265137,639900
2018-05-03,10.920000076293945,10.890000343322754,10.739999771118164,11.0,381000
2018-05-04,10.899999618530273,10.819999694824219,10.600000381469727,10.925999641418457,528100
2018-05-07,10.760000228881836,10.479999542236328,10.420000076293945,10.925999641418457,872600
2018-05-08,10.5,10.390000343322754,10.329999923706055,10.640000343322754,533800
2018-05-09,10.5,10.34000015258789,10.0600004196167,10.600000381469727,1233600
2018-05-10,10.300000190734863,10.960000038146973,10.300000190734863,10.979999542236328,536700
2018-05-11,10.989999771118164,10.520000457763672,10.460000038146973,11.010000228881836,594900
2018-05-14,10.550000190734863,10.449999809265137,10.305000305175781,10.550000190734863,306100
2018-05-15,10.399999618530273,10.640000343322754,10.149999618530273,10.710000038146973,611200
2018-05-16,11.5600004196167,11.979999542236328,11.199999809265137,12.0,4612100
2018-05-17,11.930000305175781,11.739999771118164,11.65999984741211,12.170000076293945,1827000
2018-05-18,11.84000015258789,13.069999694824219,11.649999618530273,13.4399995803833,2831200
2018-05-21,13.260000228881836,13.609999656677246,12.640000343322754,13.720000267028809,1928000
2018-05-22,13.729999542236328,13.369999885559082,13.199999809265137,13.84000015258789,1013800
2018-05-23,13.34000015258789,14.260000228881836,13.34000015258789,14.729999542236328,2988500
2018-05-24,14.479999542236328,14.609999656677246,14.430000305175781,15.039999961853027,3253900
2018-05-25,14.609999656677246,14.5600004196167,14.489999771118164,14.729999542236328,2312300
2018-05-29,14.539999961853027,14.899999618530273,13.736000061035156,14.930000305175781,1682000
2018-05-30,14.899999618530273,14.609999656677246,14.430000305175781,14.899999618530273,1160100
2018-05-31,14.510000228881836,14.789999961853027,14.5,15.0,1271000
2018-06-01,14.800000190734863,16.309999465942383,14.670000076293945,16.469999313354492,3677900
2018-06-04,16.114999771118164,15.3100004196167,15.119999885559082,16.5,1632100
2018-06-05,15.350000381469727,16.399999618530273,14.859999656677246,16.829999923706055,4023300
2018-06-06,16.510000228881836,16.0,15.940999984741211,16.56999969482422,1163900
2018-06-07,16.100000381469727,15.920000076293945,15.65999984741211,16.209999084472656,831700
2018-06-08,15.850000381469727,16.0,15.663999557495117,16.3799991607666,739800
2018-06-11,16.0,15.869999885559082,15.4399995803833,16.149999618530273,858800
2018-06-12,15.800000190734863,16.399999618530273,15.687999725341797,17.190000534057617,2974900
2018-06-13,15.880000114440918,14.9399995803833,14.529999732971191,16.0,8304000
2018-06-14,14.9399995803833,15.960000038146973,14.630000114440918,16.110000610351562,10808600
2018-06-15,15.869999885559082,15.510000228881836,15.359999656677246,15.869999885559082,3149400
2018-06-18,15.510000228881836,15.5600004196167,15.3100004196167,15.75,1998300
2018-06-19,15.180000305175781,15.100000381469727,14.819999694824219,15.34000015258789,2747800
2018-06-20,15.260000228881836,15.130000114440918,15.024999618530273,15.319999694824219,1521100
2018-06-21,15.149999618530273,14.819999694824219,14.649999618530273,15.149999618530273,2456400
2018-06-22,15.25,15.390000343322754,15.09000015258789,15.800000190734863,3197900
2018-06-25,15.199999809265137,14.850000381469727,14.649999618530273,15.199999809265137,1468600
2018-06-26,14.930000305175781,15.220000267028809,14.699999809265137,15.305000305175781,2528100
2018-06-27,15.359999656677246,14.819999694824219,14.78499984741211,15.390000343322754,2242200
2018-06-28,14.779999732971191,14.649999618530273,14.369999885559082,14.8100004196167,1791400
2018-06-29,14.6899995803833,15.0,14.550000190734863,15.039999961853027,1177400
2018-07-02,14.779999732971191,14.510000228881836,14.34000015258789,14.800000190734863,1287900
2018-07-03,14.520000457763672,14.869999885559082,14.510000228881836,14.949999809265137,612900
2018-07-05,15.0,15.600000381469727,14.819999694824219,15.619999885559082,3590600
2018-07-06,15.369999885559082,16.530000686645508,15.3100004196167,16.649999618530273,5583600
2018-07-09,16.690000534057617,16.25,16.040000915527344,16.739999771118164,1598600
2018-07-10,16.469999313354492,15.680000305175781,15.430000305175781,16.5,1730700
2018-07-11,15.510000228881836,15.489999771118164,14.880999565124512,15.5600004196167,1765000
2018-07-12,15.199999809265137,16.079999923706055,15.149999618530273,16.100000381469727,2872000
2018-07-13,16.0,15.90999984741211,15.510000228881836,16.100000381469727,909100
2018-07-16,16.0,15.619999885559082,15.460000038146973,16.0,1263000
2018-07-17,15.619999885559082,15.65999984741211,15.260000228881836,15.789999961853027,903600
2018-07-18,15.670000076293945,15.5600004196167,15.489999771118164,15.760000228881836,1069800
2018-07-19,15.579999923706055,15.75,15.460000038146973,16.100000381469727,2669500
2018-07-20,15.800000190734863,15.3100004196167,14.949999809265137,15.800000190734863,2612400
2018-07-23,15.34000015258789,15.25,14.40999984741211,15.420000076293945,1905900
2018-07-24,14.989999771118164,14.300000190734863,14.170000076293945,15.119999885559082,4232000
2018-07-25,14.470000267028809,14.460000038146973,14.170000076293945,14.859999656677246,1099800
2018-07-26,14.229999542236328,14.350000381469727,14.229999542236328,14.5,510300
2018-07-27,14.399999618530273,13.460000038146973,13.25,14.399999618530273,2639400
2018-07-30,13.5,13.550000190734863,13.25,13.770000457763672,1160100
2018-07-31,13.619999885559082,14.100000381469727,13.619999885559082,14.479999542236328,1526500
2018-08-01,14.050000190734863,14.619999885559082,14.050000190734863,14.800000190734863,1997400
2018-08-02,14.529999732971191,14.869999885559082,14.529999732971191,15.210000038146973,2262100
2018-08-03,15.0,14.510000228881836,14.34000015258789,15.024999618530273,1126300
2018-08-06,14.59000015258789,14.75,14.520000457763672,14.880000114440918,899200
2018-08-07,14.670000076293945,14.460000038146973,14.40999984741211,14.73900032043457,674900
2018-08-08,14.460000038146973,14.34000015258789,14.329999923706055,14.609999656677246,895700
2018-08-09,14.430000305175781,14.300000190734863,14.260000228881836,14.609999656677246,492200
2018-08-10,14.149999618530273,13.84000015258789,13.720000267028809,14.220000267028809,787100
2018-08-13,13.850000381469727,14.1899995803833,13.770000457763672,14.279999732971191,978400
2018-08-14,14.229999542236328,13.949999809265137,13.789999961853027,14.309000015258789,1038300
2018-08-15,13.649999618530273,13.420000076293945,13.039999961853027,13.710000038146973,2520500
2018-08-16,13.850000381469727,13.470000267028809,13.140000343322754,13.850000381469727,1228300
2018-08-17,13.3100004196167,13.579999923706055,13.232000350952148,13.670000076293945,725000
2018-08-20,13.470000267028809,13.84000015258789,13.420000076293945,13.90999984741211,1173800
2018-08-21,13.819999694824219,14.260000228881836,13.819999694824219,14.5,1613900
2018-08-22,14.829999923706055,13.569999694824219,13.34000015258789,14.829999923706055,2834400
2018-08-23,13.739999771118164,14.350000381469727,13.649999618530273,14.380000114440918,1440800
2018-08-24,14.390000343322754,14.739999771118164,14.390000343322754,14.75,1677900
2018-08-27,14.850000381469727,15.15999984741211,14.75,15.199999809265137,1791300
2018-08-28,15.1899995803833,15.100000381469727,14.770000457763672,15.25,1599800
2018-08-29,15.229999542236328,14.90999984741211,14.84000015258789,15.25,1006100
2018-08-30,14.779999732971191,13.880000114440918,13.654999732971191,14.835000038146973,1728800
2018-08-31,13.8100004196167,14.25,13.800000190734863,14.265000343322754,723500
2018-09-04,14.3100004196167,13.84000015258789,13.520000457763672,14.380000114440918,1153000
2018-09-05,13.800000190734863,13.489999771118164,13.295000076293945,13.930000305175781,2138600
2018-09-06,13.479999542236328,13.649999618530273,13.289999961853027,13.819999694824219,1216800
2018-09-07,13.670000076293945,13.489999771118164,13.329999923706055,13.729999542236328,838800
2018-09-10,13.680000305175781,12.770000457763672,12.739999771118164,13.680000305175781,1481000
2018-09-11,12.699999809265137,12.40999984741211,12.170000076293945,13.015000343322754,2025000
2018-09-12,12.399999618530273,13.239999771118164,12.130000114440918,13.300000190734863,2369500
2018-09-13,13.420000076293945,13.920000076293945,13.319999694824219,14.199999809265137,3067100
2018-09-14,13.899999618530273,13.630000114440918,13.454999923706055,14.0,882400
2018-09-17,13.550000190734863,13.65999984741211,13.40999984741211,13.800000190734863,594300
2018-09-18,13.579999923706055,13.65999984741211,13.229999542236328,13.920000076293945,1306800
2018-09-19,13.5,13.4399995803833,13.100000381469727,13.609999656677246,725300
2018-09-20,13.4399995803833,13.920000076293945,13.260000228881836,13.979999542236328,1531300
2018-09-21,13.979999542236328,14.600000381469727,13.930000305175781,14.6850004196167,2036400
2018-09-24,14.390000343322754,14.239999771118164,13.930000305175781,14.5,722000
2018-09-25,14.260000228881836,14.470000267028809,13.890000343322754,14.569999694824219,492100
2018-09-26,14.0,14.220000267028809,13.979999542236328,14.520000457763672,594800
2018-09-27,14.109999656677246,14.15999984741211,13.960000038146973,14.350000381469727,813300
2018-09-28,14.020000457763672,13.829999923706055,13.635000228881836,14.239999771118164,1089700
2018-10-01,14.0,14.489999771118164,13.789999961853027,14.819999694824219,1400600
2018-10-02,14.279999732971191,13.899999618530273,13.800000190734863,14.279999732971191,940500
2018-10-03,14.0,13.890000343322754,13.75,14.029999732971191,701900
2018-10-04,13.760000228881836,12.819999694824219,12.734999656677246,13.960000038146973,1721300
2018-10-05,12.899999618530273,12.920000076293945,12.460000038146973,13.050000190734863,1309700
2018-10-08,12.829999923706055,12.670000076293945,12.3100004196167,12.9399995803833,862200
2018-10-09,12.550000190734863,12.6899995803833,12.5,12.819999694824219,773800
2018-10-10,12.619999885559082,11.90999984741211,11.899999618530273,12.739999771118164,1393800
2018-10-11,11.800000190734863,11.899999618530273,11.65999984741211,12.164999961853027,2290400
2018-10-12,12.600000381469727,12.770000457763672,12.199999809265137,13.0,1008500
2018-10-15,12.529999732971191,13.09000015258789,12.25,13.1899995803833,926800
2018-10-16,13.149999618530273,13.670000076293945,13.010000228881836,13.75,1402500
2018-10-17,13.510000228881836,13.6899995803833,13.239999771118164,13.699999809265137,852800
2018-10-18,13.430000305175781,13.1899995803833,12.869999885559082,13.5,1718400
2018-10-19,13.210000038146973,12.9399995803833,12.920000076293945,13.510000228881836,1858500
2018-10-22,13.079999923706055,13.100000381469727,12.890000343322754,13.239999771118164,706700
2018-10-23,12.829999923706055,13.039999961853027,12.5600004196167,13.119999885559082,873600
2018-10-24,12.930000305175781,12.510000228881836,12.510000228881836,13.039999961853027,502600
2018-10-25,12.600000381469727,12.75,12.34000015258789,12.890000343322754,545100
2018-10-26,12.34000015258789,12.619999885559082,12.260000228881836,12.979999542236328,452200
2018-10-29,12.670000076293945,12.100000381469727,11.899999618530273,12.930000305175781,568600
2018-10-30,12.100000381469727,12.390000343322754,12.0600004196167,12.829999923706055,1395300
2018-10-31,12.579999923706055,13.050000190734863,12.279999732971191,13.229999542236328,2142500
2018-11-01,13.130000114440918,13.020000457763672,12.90999984741211,13.1899995803833,932700
2018-11-02,13.0,12.859999656677246,12.430000305175781,13.0,889600
2018-11-05,12.819999694824219,12.210000038146973,12.010000228881836,12.920000076293945,1484700
2018-11-06,12.15999984741211,12.649999618530273,12.119999885559082,12.920000076293945,2621600
2018-11-07,12.779999732971191,13.1899995803833,12.579999923706055,13.390000343322754,3902400
2018-11-08,12.9399995803833,13.050000190734863,12.720000267028809,13.210000038146973,736200
2018-11-09,12.850000381469727,12.329999923706055,12.229999542236328,12.899999618530273,1018400
