Date,ptnopen,ptnclose,ptnlow,ptnhigh,ptnvolume
2014-11-24,0.7699999809265137,0.7900000214576721,0.7699999809265137,0.8199999928474426,97400.0
2014-11-25,0.800000011920929,0.800000011920929,0.7799999713897705,0.8100000023841858,16400.0
2014-11-26,0.7699999809265137,0.8299999833106995,0.7699999809265137,0.8500000238418579,62200.0
2014-11-28,0.8500000238418579,0.8399999737739563,0.8299999833106995,0.8500000238418579,11900.0
2014-12-01,0.8399999737739563,0.7799999713897705,0.7699999809265137,0.8399999737739563,51600.0
2014-12-02,0.7699999809265137,0.8399999737739563,0.7699999809265137,0.8399999737739563,28800.0
2014-12-03,0.8500000238418579,0.800000011920929,0.7900000214576721,0.8500000238418579,58700.0
2014-12-04,0.7799999713897705,0.7699999809265137,0.7699999809265137,0.7900000214576721,37200.0
2014-12-05,0.7699999809265137,0.7799999713897705,0.7699999809265137,0.7900000214576721,11000.0
2014-12-08,0.7900000214576721,0.75,0.75,0.8199999928474426,41000.0
2014-12-09,0.800000011920929,0.7599999904632568,0.75,0.8100000023841858,209700.0
2014-12-10,0.75,0.6700000166893005,0.6700000166893005,0.7699999809265137,655000.0
2014-12-11,0.6800000071525574,0.699999988079071,0.6700000166893005,0.75,82200.0
2014-12-12,0.699999988079071,0.7099999785423279,0.699999988079071,0.7599999904632568,27200.0
2014-12-15,0.6800000071525574,0.6600000262260437,0.6499999761581421,0.7200000286102295,274300.0
2014-12-16,0.6399999856948853,0.6399999856948853,0.6399999856948853,0.6800000071525574,50700.0
2014-12-17,0.6399999856948853,0.6499999761581421,0.6200000047683716,0.6600000262260437,117300.0
2014-12-18,0.6600000262260437,0.6499999761581421,0.6499999761581421,0.6800000071525574,42100.0
2014-12-19,0.6800000071525574,0.6399999856948853,0.6399999856948853,0.699999988079071,62400.0
2014-12-22,0.6399999856948853,0.6399999856948853,0.6299999952316284,0.699999988079071,106400.0
2014-12-23,0.6399999856948853,0.6700000166893005,0.6299999952316284,0.6800000071525574,102900.0
2014-12-24,0.6800000071525574,0.7099999785423279,0.6700000166893005,0.7099999785423279,34300.0
2014-12-26,0.699999988079071,0.7200000286102295,0.699999988079071,0.7300000190734863,29300.0
2014-12-29,0.75,0.7900000214576721,0.7300000190734863,0.8100000023841858,213300.0
2014-12-30,0.800000011920929,0.7799999713897705,0.7699999809265137,0.8100000023841858,82900.0
2014-12-31,0.75,0.7300000190734863,0.7300000190734863,0.800000011920929,108600.0
2015-01-02,0.7699999809265137,0.800000011920929,0.7400000095367432,0.800000011920929,26200.0
2015-01-05,0.8100000023841858,0.7799999713897705,0.75,0.8100000023841858,84200.0
2015-01-06,0.800000011920929,0.75,0.75,0.800000011920929,71000.0
2015-01-07,0.7400000095367432,0.7799999713897705,0.7400000095367432,0.7900000214576721,54200.0
2015-01-08,0.800000011920929,0.7099999785423279,0.699999988079071,0.800000011920929,80300.0
2015-01-09,0.75,0.7200000286102295,0.6899999976158142,0.7599999904632568,159000.0
2015-01-12,0.8100000023841858,0.7200000286102295,0.6800000071525574,0.8100000023841858,171500.0
2015-01-13,0.7300000190734863,0.7099999785423279,0.7099999785423279,0.7699999809265137,25800.0
2015-01-14,0.7599999904632568,0.7400000095367432,0.699999988079071,0.7599999904632568,32700.0
2015-01-15,0.7400000095367432,0.699999988079071,0.6800000071525574,0.7400000095367432,87300.0
2015-01-16,0.699999988079071,0.7200000286102295,0.6800000071525574,0.7300000190734863,12400.0
2015-01-20,0.7400000095367432,0.7200000286102295,0.6800000071525574,0.7400000095367432,29400.0
2015-01-21,0.7400000095367432,0.6899999976158142,0.6899999976158142,0.7400000095367432,54200.0
2015-01-22,0.7400000095367432,0.699999988079071,0.6899999976158142,0.7400000095367432,62800.0
2015-01-23,0.7300000190734863,0.699999988079071,0.6899999976158142,0.7300000190734863,59500.0
2015-01-26,0.7400000095367432,0.7300000190734863,0.6800000071525574,0.7400000095367432,48700.0
2015-01-27,0.7300000190734863,0.7200000286102295,0.7099999785423279,0.7300000190734863,14900.0
2015-01-28,0.7200000286102295,0.699999988079071,0.699999988079071,0.7200000286102295,34000.0
2015-01-29,0.699999988079071,0.7099999785423279,0.699999988079071,0.7200000286102295,29600.0
2015-01-30,0.7099999785423279,0.7099999785423279,0.699999988079071,0.7300000190734863,30300.0
2015-02-02,0.7300000190734863,0.699999988079071,0.6700000166893005,0.7300000190734863,154500.0
2015-02-03,0.6899999976158142,0.6800000071525574,0.6700000166893005,0.6899999976158142,19300.0
2015-02-04,0.6499999761581421,0.6800000071525574,0.6499999761581421,0.7099999785423279,54400.0
2015-02-05,0.6899999976158142,0.6800000071525574,0.6700000166893005,0.7300000190734863,25000.0
