Date,lllopen,lllclose,llllow,lllhigh,lllvolume
2009-03-04,58.946678161621094,60.31016159057617,58.38976287841797,61.08792495727539,2208300.0
2009-03-05,59.676429748535156,57.266326904296875,57.11269760131836,60.03170394897461,2623000.0
2009-03-06,57.69841766357422,56.363739013671875,55.461151123046875,58.58180236816406,2169800.0
2009-03-09,55.701202392578125,55.336326599121094,55.06747055053711,56.4981689453125,1714300.0
2009-03-10,56.229312896728516,56.41175079345703,54.846622467041016,56.48856735229492,2094200.0
2009-03-11,56.690208435058594,56.229312896728516,55.97966003417969,57.631202697753906,2064600.0
2009-03-12,55.79722213745117,57.17030715942383,55.403541564941406,57.218318939208984,2506300.0
2009-03-13,57.208717346191406,57.89045715332031,56.63259506225586,58.111305236816406,1541300.0
2009-03-16,58.47618103027344,58.85065841674805,58.332149505615234,60.23334503173828,1174700.0
2009-03-17,58.85065841674805,60.64623260498047,57.97687530517578,60.64623260498047,1261100.0
2009-03-18,60.38697814941406,60.93429183959961,59.27314758300781,61.7696647644043,1024700.0
2009-03-19,61.45280075073242,61.068721771240234,60.34857177734375,61.58722686767578,1140200.0
2009-03-20,61.37598419189453,61.00150680541992,60.78065872192383,62.61464309692383,1401400.0
2009-03-23,62.11533737182617,64.12215423583984,61.38558578491211,64.12215423583984,1076000.0
2009-03-24,63.49802780151367,64.15096282958984,63.450016021728516,64.91912078857422,1106400.0
2009-03-25,64.34300231933594,65.70648956298828,64.20857238769531,66.43624114990234,1273200.0
2009-03-26,66.14817810058594,67.91494750976562,65.84091186523438,67.91494750976562,1327600.0
2009-03-27,67.59808349609375,66.78191375732422,66.3978271484375,67.74211120605469,947100.0
2009-03-30,65.57205963134766,64.83270263671875,64.10295104980469,65.89852905273438,1172100.0
2009-03-31,65.3031997680664,65.1015625,64.43901824951172,66.6858901977539,1580700.0
2009-04-01,64.30459594726562,64.86151123046875,63.80529022216797,65.28399658203125,1128900.0
2009-04-02,66.02335357666016,66.54186248779297,65.37041473388672,67.44445037841797,1075600.0
2009-04-03,66.36902618408203,65.99454498291016,65.19757843017578,67.1083755493164,1083500.0
2009-04-06,65.80250549316406,69.47046661376953,65.37041473388672,69.64330291748047,1656900.0
2009-04-07,68.43345642089844,67.84773254394531,67.33882904052734,69.44166564941406,1457300.0
2009-04-08,67.91494750976562,68.2318115234375,67.11798095703125,68.40464782714844,762300.0
2009-04-09,69.59529876708984,68.73111724853516,68.27982330322266,69.88335418701172,1228700.0
2009-04-13,68.41425323486328,67.70370483398438,66.84912109375,68.68310546875,817500.0
2009-04-14,66.78191375732422,67.47325134277344,66.4266357421875,67.83812713623047,893200.0
2009-04-15,67.67489624023438,68.4910659790039,66.73390197753906,68.5198745727539,931000.0
2009-04-16,68.88475036621094,71.15081787109375,68.50067138671875,71.31405639648438,897000.0
2009-04-17,71.419677734375,70.0081787109375,69.8065414428711,71.419677734375,1021600.0
2009-04-20,68.89434814453125,68.67350769042969,67.70370483398438,69.72972106933594,1000200.0
2009-04-21,68.53907775878906,69.68171691894531,68.31822967529297,70.49788665771484,1060000.0
2009-04-22,68.92315673828125,70.95877838134766,68.92315673828125,72.61992645263672,1447300.0
2009-04-23,71.43888092041016,72.18783569335938,68.38544464111328,72.42788696289062,1643800.0
2009-04-24,72.5239028930664,72.90798950195312,71.25643920898438,73.27286529541016,837900.0
