Date,mlmopen,mlmclose,mlmlow,mlmhigh,mlmvolume
2015-03-10,138.72999572753906,137.6199951171875,136.9199981689453,139.63999938964844,666100.0
2015-03-11,138.1699981689453,138.88999938964844,136.8300018310547,139.6999969482422,517900.0
2015-03-12,140.30999755859375,143.49000549316406,140.11000061035156,143.6699981689453,864900.0
2015-03-13,143.1999969482422,141.80999755859375,140.1199951171875,143.4499969482422,687500.0
2015-03-16,142.25,142.3699951171875,141.5500030517578,143.60000610351562,572300.0
2015-03-17,141.63999938964844,142.35000610351562,140.6699981689453,143.14999389648438,452500.0
2015-03-18,141.8800048828125,142.49000549316406,139.02000427246094,143.25,704600.0
2015-03-19,141.25,138.67999267578125,137.8000030517578,142.33999633789062,790500.0
2015-03-20,139.94000244140625,138.5,138.39999389648438,141.61000061035156,812500.0
2015-03-23,138.5,139.6199951171875,138.5,141.35000610351562,566800.0
2015-03-24,139.9199981689453,140.69000244140625,139.8300018310547,141.63999938964844,375800.0
2015-03-25,141.22999572753906,139.9600067138672,138.67999267578125,141.89999389648438,701200.0
2015-03-26,139.94000244140625,142.1199951171875,139.32000732421875,143.3000030517578,826100.0
2015-03-27,141.82000732421875,141.72999572753906,140.61000061035156,143.0,618700.0
2015-03-30,142.74000549316406,142.83999633789062,141.80999755859375,142.91000366210938,584800.0
2015-03-31,141.85000610351562,139.8000030517578,139.75999450683594,142.44000244140625,661100.0
2015-04-01,140.0399932861328,138.10000610351562,136.5,140.19000244140625,847000.0
