Date,uriopen,uriclose,urilow,urihigh,urivolume
2009-06-15,6.739999771118164,6.309999942779541,6.260000228881836,6.760000228881836,1354800
2009-06-16,6.389999866485596,6.230000019073486,5.940000057220459,6.659999847412109,1358900
2009-06-17,6.28000020980835,6.400000095367432,6.190000057220459,6.570000171661377,1552500
2009-06-18,6.400000095367432,6.239999771118164,6.110000133514404,6.489999771118164,953900
2009-06-19,6.369999885559082,6.150000095367432,6.130000114440918,6.420000076293945,778800
2009-06-22,6.099999904632568,5.829999923706055,5.769999980926514,6.139999866485596,1150500
2009-06-23,5.880000114440918,5.75,5.699999809265137,6.119999885559082,925300
2009-06-24,5.789999961853027,6.010000228881836,5.789999961853027,6.21999979019165,1238200
2009-06-25,6.050000190734863,6.300000190734863,5.889999866485596,6.309999942779541,1278800
2009-06-26,6.269999980926514,6.610000133514404,6.059999942779541,6.880000114440918,6870700
2009-06-29,6.599999904632568,6.489999771118164,6.170000076293945,6.650000095367432,1437700
2009-06-30,6.519999980926514,6.489999771118164,6.389999866485596,6.730000019073486,1192600
2009-07-01,6.570000171661377,6.300000190734863,6.25,6.690000057220459,1318200
2009-07-02,6.170000076293945,6.03000020980835,6.0,6.25,942700
2009-07-06,5.980000019073486,5.739999771118164,5.579999923706055,6.119999885559082,1103200
2009-07-07,5.71999979019165,5.46999979019165,5.460000038146973,5.769999980926514,976400
2009-07-08,5.5,5.340000152587891,5.25,5.599999904632568,1197400
2009-07-09,5.369999885559082,5.340000152587891,5.269999980926514,5.480000019073486,825700
2009-07-10,5.28000020980835,5.400000095367432,5.269999980926514,5.510000228881836,663000
2009-07-13,5.449999809265137,5.559999942779541,5.190000057220459,5.590000152587891,780500
2009-07-14,5.550000190734863,5.71999979019165,5.550000190734863,5.889999866485596,577300
2009-07-15,5.809999942779541,6.0,5.809999942779541,6.130000114440918,1291400
2009-07-16,5.960000038146973,6.150000095367432,5.949999809265137,6.199999809265137,660100
2009-07-17,6.130000114440918,6.019999980926514,5.940000057220459,6.179999828338623,714900
2009-07-20,6.079999923706055,6.46999979019165,6.059999942779541,6.550000190734863,1000000
2009-07-21,6.5,6.380000114440918,6.179999828338623,6.550000190734863,693900
2009-07-22,6.340000152587891,6.349999904632568,6.190000057220459,6.5,1071600
2009-07-23,6.440000057220459,6.650000095367432,6.360000133514404,6.769999980926514,937600
2009-07-24,6.650000095367432,6.869999885559082,6.480000019073486,6.900000095367432,557400
2009-07-27,6.880000114440918,6.820000171661377,6.449999809265137,6.900000095367432,770300
2009-07-28,6.769999980926514,6.739999771118164,6.559999942779541,6.880000114440918,2006400
2009-07-29,6.699999809265137,6.679999828338623,6.610000133514404,6.829999923706055,913200
2009-07-30,6.739999771118164,7.119999885559082,6.610000133514404,7.480000019073486,3109500
2009-07-31,7.190000057220459,7.46999979019165,7.159999847412109,7.699999809265137,1585700
2009-08-03,7.579999923706055,7.659999847412109,7.320000171661377,7.710000038146973,987700
2009-08-04,7.579999923706055,7.929999828338623,7.519999980926514,7.960000038146973,788600
2009-08-05,7.949999809265137,7.840000152587891,7.670000076293945,7.960000038146973,845700
2009-08-06,7.960000038146973,7.820000171661377,7.659999847412109,7.960000038146973,630600
2009-08-07,8.0,8.350000381469727,7.980000019073486,8.430000305175781,1269900
2009-08-10,8.260000228881836,8.229999542236328,8.100000381469727,8.380000114440918,533900
2009-08-11,8.239999771118164,7.980000019073486,7.980000019073486,8.239999771118164,486800
2009-08-12,7.920000076293945,8.220000267028809,7.800000190734863,8.399999618530273,851800
2009-08-13,8.270000457763672,8.470000267028809,8.170000076293945,8.550000190734863,543000
2009-08-14,8.449999809265137,8.1899995803833,8.079999923706055,8.449999809265137,654400
2009-08-17,7.96999979019165,7.909999847412109,7.800000190734863,8.0,594300
2009-08-18,7.940000057220459,8.140000343322754,7.809999942779541,8.350000381469727,678100
2009-08-19,8.010000228881836,8.319999694824219,7.929999828338623,8.380000114440918,476800
2009-08-20,8.350000381469727,8.640000343322754,8.239999771118164,8.65999984741211,438400
2009-08-21,8.760000228881836,8.760000228881836,8.640000343322754,9.069999694824219,692100
2009-08-24,8.75,9.050000190734863,8.699999809265137,9.319999694824219,714100
2009-08-25,9.15999984741211,9.3100004196167,9.029999732971191,9.34000015258789,665300
2009-08-26,9.220000267028809,9.319999694824219,8.979999542236328,9.359999656677246,530700
