Date,abcdopen,abcdclose,abcdlow,abcdhigh,abcdvolume
2015-10-15,4.710000038146973,4.849999904632568,4.599999904632568,4.860000133514404,32000
2015-10-16,4.840000152587891,4.869999885559082,4.71999979019165,4.900000095367432,28100
2015-10-19,4.849999904632568,5.019999980926514,4.849999904632568,5.070000171661377,54100
2015-10-20,5.019999980926514,5.019999980926514,4.989999771118164,5.039999961853027,30500
2015-10-21,5.019999980926514,4.900000095367432,4.849999904632568,5.019999980926514,14700
2015-10-22,4.900000095367432,4.949999809265137,4.840000152587891,4.960000038146973,69900
2015-10-23,4.949999809265137,4.989999771118164,4.920000076293945,5.0,28800
2015-10-26,4.96999979019165,4.820000171661377,4.650000095367432,5.0,63200
2015-10-27,4.769999980926514,4.659999847412109,4.659999847412109,4.889999866485596,52600
2015-10-28,4.630000114440918,4.840000152587891,4.630000114440918,4.849999904632568,31800
2015-10-29,4.840000152587891,4.820000171661377,4.789999961853027,4.860000133514404,25200
2015-10-30,4.840000152587891,4.809999942779541,4.599999904632568,4.840000152587891,127200
2015-11-02,4.840000152587891,5.039999961853027,4.769999980926514,5.050000190734863,28500
2015-11-03,5.050000190734863,5.150000095367432,4.940000057220459,5.159999847412109,35700
2015-11-04,5.150000095367432,5.309999942779541,5.099999904632568,5.309999942779541,46100
2015-11-05,5.349999904632568,5.329999923706055,5.309999942779541,5.5,59300
2015-11-06,5.28000020980835,5.389999866485596,5.190000057220459,5.400000095367432,26300
2015-11-09,5.440000057220459,5.070000171661377,5.010000228881836,5.440000057220459,43000
2015-11-10,5.019999980926514,5.099999904632568,5.010000228881836,5.099999904632568,24100
2015-11-11,5.050000190734863,5.139999866485596,4.989999771118164,5.21999979019165,32600
2015-11-12,5.070000171661377,5.409999847412109,5.070000171661377,5.96999979019165,147100
2015-11-13,5.400000095367432,5.28000020980835,5.190000057220459,5.519999980926514,35200
2015-11-16,5.300000190734863,5.380000114440918,5.190000057220459,5.400000095367432,39400
2015-11-17,5.349999904632568,5.28000020980835,5.230000019073486,5.349999904632568,34400
2015-11-18,5.260000228881836,5.199999809265137,5.010000228881836,5.260000228881836,31200
2015-11-19,5.190000057220459,5.090000152587891,4.96999979019165,5.239999771118164,44500
2015-11-20,5.130000114440918,5.190000057220459,5.070000171661377,5.210000038146973,47900
2015-11-23,5.190000057220459,5.190000057220459,5.139999866485596,5.210000038146973,14800
2015-11-24,5.139999866485596,5.050000190734863,4.920000076293945,5.139999866485596,62800
2015-11-25,5.039999961853027,5.110000133514404,5.0,5.269999980926514,41700
2015-11-27,5.139999866485596,5.050000190734863,5.010000228881836,5.159999847412109,9700
2015-11-30,5.059999942779541,5.190000057220459,5.059999942779541,5.21999979019165,43400
2015-12-01,5.199999809265137,5.190000057220459,5.130000114440918,5.210000038146973,29300
2015-12-02,5.199999809265137,5.059999942779541,5.039999961853027,5.289999961853027,24400
2015-12-03,5.059999942779541,5.099999904632568,5.0,5.139999866485596,39700
2015-12-04,5.090000152587891,5.099999904632568,5.019999980926514,5.139999866485596,32300
2015-12-07,5.150000095367432,5.079999923706055,5.039999961853027,5.150000095367432,48900
2015-12-08,5.019999980926514,5.079999923706055,5.019999980926514,5.099999904632568,12900
2015-12-09,5.070000171661377,4.989999771118164,4.949999809265137,5.070000171661377,28300
2015-12-10,5.03000020980835,4.989999771118164,4.980000019073486,5.050000190734863,21100
2015-12-11,4.949999809265137,4.96999979019165,4.75,5.150000095367432,102000
2015-12-14,4.949999809265137,4.940000057220459,4.900000095367432,5.110000133514404,29600
2015-12-15,4.96999979019165,5.010000228881836,4.949999809265137,5.090000152587891,27200
2015-12-16,5.050000190734863,5.059999942779541,4.989999771118164,5.090000152587891,22700
2015-12-17,5.090000152587891,4.980000019073486,4.960000038146973,5.090000152587891,14000
2015-12-18,4.949999809265137,5.110000133514404,4.809999942779541,5.170000076293945,182100
2015-12-21,5.130000114440918,5.150000095367432,5.110000133514404,5.159999847412109,23400
2015-12-22,5.159999847412109,5.170000076293945,5.110000133514404,5.190000057220459,34200
2015-12-23,5.179999828338623,5.130000114440918,5.050000190734863,5.440000057220459,137700
2015-12-24,5.139999866485596,5.059999942779541,5.019999980926514,5.139999866485596,7600
2015-12-28,5.050000190734863,5.070000171661377,4.860000133514404,5.139999866485596,26400
2015-12-29,5.050000190734863,5.070000171661377,5.03000020980835,5.139999866485596,19200
2015-12-30,5.059999942779541,5.019999980926514,5.010000228881836,5.059999942779541,14700
2015-12-31,5.03000020980835,4.849999904632568,4.849999904632568,5.090000152587891,101100
2016-01-04,4.880000114440918,4.829999923706055,4.760000228881836,4.949999809265137,67400
2016-01-05,4.849999904632568,5.039999961853027,4.840000152587891,5.050000190734863,33900
2016-01-06,4.920000076293945,4.909999847412109,4.869999885559082,5.059999942779541,26500
2016-01-07,4.849999904632568,4.78000020980835,4.769999980926514,5.03000020980835,28500
